AREANM,AREACD,Distance,mapvar,Health (Q),Retail (47),Education (P),Manufacturing (C),Public admin (O),"Wholesale (45,46,48)",Food and drink (56),Transport (H),Professional (M),Construction (F),Admin (N),Finance (K),"Other Services (S, T, U)",Arts (R),Information and communication (J),"Agriculture, Electricity, Water, Mining (A,B,D,E)",Real estate (L),Accommodation (55)
Stevenage,E07000243,twototenkm,52.57132715,2.418245552,3.125970626,2.495895638,1.284554289,0.521364867,0.647823579,1.158095576,0.539113458,0.587922084,0.505834849,0.607889249,0.23295026,0.457026224,0.366064694,0.539113458,0.088742956,0.228513112,0.117584417
Stockport,E08000007,twototenkm,60.12076246,2.735703856,2.871462962,2.230553692,1.349698094,0.623544733,0.777457674,1.063972532,0.634594893,0.688267098,0.587237065,0.682742018,0.69063499,0.545404318,0.316508149,0.307036584,0.176013261,0.1649631,0.127866135
Stockton-on-Tees UA,E06000004,twototenkm,61.8116101,2.988556186,3.004723027,2.192916614,1.053154266,0.842985323,0.525422359,1.390348395,0.543898749,0.548517847,0.556601268,0.663995289,0.480386157,0.481540931,0.398397173,0.185918681,0.271371986,0.145501576,0.107394021
Stoke-on-Trent UA,E06000021,twototenkm,69.67825237,3.186069235,2.940919877,1.983877722,2.01790201,0.479829704,0.934359296,1.260643495,0.902079844,0.359436069,0.677868509,0.737192909,0.531302345,0.458891681,0.644716639,0.225083752,0.234680347,0.120393635,0.09247627
Stratford-on-Avon,E07000221,twototenkm,34.40440096,1.430000313,2.527115306,1.67849217,0.961147751,0.487606664,0.870502923,1.253399181,0.464164036,0.686087582,0.431344357,0.762666833,0.420404463,0.371956365,0.567311599,0.312568374,0.278185854,0.240677648,0.379770575
Stroud,E07000082,twototenkm,47.3404677,2.267142291,2.604042806,2.48711851,2.211652794,0.428061831,0.784780024,0.951248514,0.521204915,0.655965121,0.642092747,0.459770115,0.261593341,0.418152992,0.313119302,0.27150218,0.326991676,0.164486722,0.160523187
Sunderland,E08000024,twototenkm,65.48406732,3.113809377,2.738318274,2.037138046,1.540699283,1.524889131,0.641101651,1.521727101,0.747029668,0.310669481,0.599995257,0.885368495,0.496438763,0.544659726,0.426083588,0.231618722,0.358890444,0.236361768,0.095651418
Surrey Heath,E07000214,twototenkm,49.46747168,2.837889786,1.784139475,1.585148,0.759785632,1.261786853,0.513307555,0.938425706,0.547226556,0.407028017,0.30753228,0.524613889,0.352757615,0.303009746,0.32109988,0.30753228,0.110802071,0.119847138,0.158288673
Sutton,E09000029,twototenkm,57.00777879,3.63101619,3.001566752,3.037299689,0.445287375,1.104972376,0.5497375,0.927682032,0.982655782,0.830103626,0.640444188,0.802616751,0.633572469,0.611582969,0.387564938,0.512630219,0.083834969,0.267997031,0.063219813
Swale,E07000113,twototenkm,48.31916831,2.750796783,3.695553195,2.951889513,2.48520261,0.671573835,1.271057824,1.549931704,1.348838974,0.559644863,0.997875247,0.927682501,0.297844893,0.620352102,0.47806951,0.100546365,0.608969493,0.252314463,0.214372439
Swansea,W06000011,twototenkm,61.91500274,2.612185399,2.658976182,2.419623334,0.69736262,1.38842648,0.672167583,1.573789963,0.606480523,0.430115267,0.555190627,0.704561201,0.472406936,0.478705695,0.48050534,0.327535476,0.148470751,0.186263306,0.179064724
Swindon UA,E06000030,twototenkm,64.52692787,1.719678626,3.22474136,2.125981363,1.689412283,0.608995524,0.936422335,1.129026341,1.073079463,0.819942769,0.586983638,0.946511116,1.622459461,0.512693521,0.390710984,0.534705408,0.281568714,0.174260767,0.233876293
Tameside,E08000008,twototenkm,65.54631323,3.363565756,3.959862701,2.586876456,3.353543958,0.883170897,1.161275775,1.361711723,0.805501967,0.572495177,0.954576203,0.765414777,0.553704307,0.683987673,0.46350813,0.195425049,0.25179766,0.316939343,0.130283366
Tamworth,E07000199,twototenkm,55.40149823,1.981206466,4.218688395,2.713891444,2.684321199,0.581548167,1.642791431,1.399658299,1.218951242,0.482980681,0.729399395,1.166381916,0.775397556,0.565120253,0.430411355,0.321987121,0.13799448,0.134708897,0.154422395
Tandridge,E07000215,twototenkm,42.86099138,2.298850575,2.089319923,2.786757663,0.413074713,0.466954023,0.454980843,0.820162835,0.434027778,0.595665709,0.670498084,0.377155172,0.559746169,0.419061303,0.457974138,0.221503831,0.12571839,0.185584291,0.092792146
Teignbridge,E07000045,twototenkm,49.48320925,2.95818153,3.857120228,2.397829875,1.275146523,0.506890543,0.964280057,1.706795501,0.645493426,0.71875495,0.793996515,0.520750832,0.25146523,0.611832726,0.360367496,0.215824489,0.291066054,0.281165848,0.53461112
Telford and Wrekin UA,E06000020,twototenkm,57.78898687,1.927777245,2.529234161,2.087127384,2.327949775,1.178951404,0.789561967,0.85426052,0.458880475,0.304322822,0.414549986,0.597862552,0.334275855,0.416946228,0.304322822,0.547541455,0.201284386,0.178520081,0.224048692
Tendring,E07000076,twototenkm,52.90792502,4.195991688,4.955649396,3.427396832,1.606452622,1.050115066,1.083629376,1.396429609,1.584109748,0.460263199,0.744017696,0.786469156,0.386531716,0.878074938,0.601023304,0.145228679,0.393234577,0.290457359,0.422280314
Test Valley,E07000093,twototenkm,46.52185156,1.872252392,3.218688044,1.996379622,1.694681493,1.184380657,1.055081458,0.977501939,0.672355831,0.64994397,0.489612964,0.668907853,1.725713301,0.505128869,0.343073873,0.377553659,0.260322386,0.27583829,0.127575209
Tewkesbury,E07000083,twototenkm,47.18187101,1.364409151,2.016484817,1.379473605,2.332838358,1.282630684,0.701573159,0.865130092,0.46484602,0.5702972,0.471302214,0.533712097,0.68005251,0.357242775,0.215206491,0.299137022,0.234575075,0.139884219,0.225966815
Thanet,E07000114,twototenkm,64.74618759,4.790056403,3.914769166,4.113223313,1.397534991,0.94422394,0.752036766,1.813244203,0.898266137,0.618341341,0.818884479,0.766659703,0.447044078,0.758303739,0.591184458,0.146229371,0.259034886,0.319615626,0.282013787
The Vale of Glamorgan,W06000014,twototenkm,52.80869451,3.744926018,3.749290734,3.07275981,0.899131422,2.538082144,0.53031295,1.652044869,0.772554668,0.539042381,0.739819301,0.838025403,0.471389289,0.637248483,0.477936362,0.152765047,0.135306184,0.244424076,0.181135699
Three Rivers,E07000102,twototenkm,42.1409746,1.651432737,1.143946616,2.47574721,0.274771491,1.073851848,0.479448214,0.947681265,0.487859586,0.577580889,0.577580889,0.487859586,0.482252005,0.527112656,0.442998935,0.406549655,0.106544047,0.277575282,0.148600908
Thurrock UA,E06000034,twototenkm,48.30384854,1.559590317,2.748292986,2.819677219,0.5477964,0.563314711,0.741775295,0.980757294,1.108007449,0.366232154,0.49503414,0.633147114,0.32122905,0.40192427,0.271570453,0.090006207,0.167597766,0.127250155,0.08069522
Tonbridge and Malling,E07000115,twototenkm,43.95455372,1.275075661,2.149933021,2.536920965,0.780591066,0.325797542,0.841781468,0.864934592,0.701208924,0.459754908,0.375411381,0.610250219,0.47133147,0.439909373,0.294375444,0.22491607,0.334066515,0.132303571,0.104189062
Torbay UA,E06000027,twototenkm,66.87740621,6.822299389,5.308749151,3.089378727,1.019098664,1.136106288,1.096474674,2.347701366,0.953045973,0.802068393,0.792632294,0.783196195,0.473692157,0.913414357,0.886993281,0.220804711,0.258549105,0.379331169,1.877783649
Torfaen,W06000020,twototenkm,60.11071813,2.570608437,3.562458353,2.006766108,2.675688144,1.506996771,0.861141012,1.291711518,0.791942181,0.343431237,0.979035317,0.650981598,0.263980727,0.512583935,0.494643498,0.148649341,0.207596494,0.292172843,0.125583064
Torridge,E07000046,twototenkm,42.92305223,3.045013239,4.080077028,2.491374468,2.583647597,0.738185028,0.950814411,1.428227554,0.641900024,0.81039878,0.846505657,0.549626896,0.296878761,0.718125652,0.453341892,0.052154377,0.593757522,0.280831261,0.38915189
Tower Hamlets,E09000030,twototenkm,40.8310247,0.922038853,0.698540034,1.382633377,0.160188317,0.256216326,0.153814776,0.707887894,0.299981304,0.750378163,0.148715944,0.315702704,2.273654333,0.228172749,0.183133063,0.415979741,0.031017897,0.202253684,0.076482486
Trafford,E08000009,twototenkm,53.93407334,1.909774091,2.305824313,1.709067788,0.779843572,0.4757199,0.4841465,0.916201289,0.532407939,0.752265606,0.376132803,0.709366549,0.629696872,0.425926352,0.342426401,0.383027295,0.146316427,0.174660446,0.118738461
Tunbridge Wells,E07000116,twototenkm,44.80025994,2.924346084,3.444229832,2.476668412,0.648049533,0.420600394,0.833980179,1.315955738,0.467534343,1.196815712,0.422405545,0.754553496,1.630052169,0.725671065,0.288824305,0.498221925,0.222033684,0.276188241,0.220228532
Uttlesford,E07000077,twototenkm,33.99586736,1.5153006,1.837547968,2.184394372,0.934763357,1.070058054,0.587916954,0.713372036,0.442782643,0.553478304,0.398504379,0.435402932,0.319787464,0.538718882,0.290268621,0.167273443,0.231230936,0.17219325,0.071337204
Vale of White Horse,E07000180,twototenkm,43.2946769,1.450015154,2.233246662,2.716585047,1.079934279,2.193367257,0.721019637,0.88691796,0.400389223,0.894893841,0.421126513,0.496099794,0.2344909,0.454625213,0.363700171,0.47695768,0.287131713,0.199397023,0.162707971
Wakefield,E08000036,twototenkm,54.31562432,2.288174141,3.023211355,2.151055092,1.994159256,0.847764894,0.950604181,1.292742579,0.939397335,0.384988101,0.629561021,0.787116083,0.357959827,0.448273816,0.344775303,0.155577383,0.258416671,0.168761907,0.105476192
Walsall,E08000030,twototenkm,63.04525033,2.252090008,3.092832363,2.533601259,2.668195864,0.448332733,1.069174044,1.076756839,0.855907945,0.320373073,0.643589695,0.693825709,0.331747265,0.468237569,0.318477375,0.105211276,0.191465564,0.208526853,0.086254289
Waltham Forest,E09000031,twototenkm,47.89326901,2.849174644,2.286374714,3.685837039,0.525112434,0.707268662,0.571593679,0.920831135,0.997462375,0.486168689,0.456018693,0.518831185,0.336674958,0.461043693,0.295218713,0.154518731,0.118087486,0.265068717,0.066581242
Wandsworth,E09000032,twototenkm,50.71145579,2.733709854,1.50805024,2.420972772,0.198094917,0.453510916,0.329596224,0.93399646,0.616201635,0.917137318,0.239399815,0.536120711,0.488072157,0.542021412,0.397032791,0.339711709,0.04636264,0.295034983,0.069965439
Warrington UA,E06000007,twototenkm,51.76148474,2.014486977,2.323808204,1.646247422,0.748609354,0.62557402,0.656766077,1.011142496,0.558857678,0.572720814,0.43235656,0.658498969,0.328383038,0.403763841,0.304988996,0.412428302,0.382102691,0.134299132,0.13689847
Warwick,E07000222,twototenkm,46.55379658,2.4334416,2.70837063,1.749315874,1.566456101,0.730160354,1.003810644,1.41300734,0.529398225,1.051124012,0.407917956,0.601007647,0.245518017,0.537070663,0.363162067,0.713536738,0.251911717,0.193089691,0.202040869
Watford,E07000103,twototenkm,50.91917806,3.154781466,3.790763759,2.107053798,0.87954998,0.715238445,0.922077671,1.020664592,1.111519205,0.821557673,0.523863834,0.898880748,0.54512768,0.577989987,0.440741528,0.605053063,0.100519998,0.24163461,0.237768456
Waverley,E07000216,twototenkm,39.14733828,1.898386087,2.918697491,3.041969315,0.474122399,0.227578752,0.531017087,1.147376207,0.432399628,0.946348309,0.42291718,0.479811868,0.360333024,0.587911775,0.373608451,0.419124201,0.111892887,0.201027897,0.174477043
Wealden,E07000065,twototenkm,37.91711135,2.454642476,3.262184276,2.235859125,0.955176094,0.499822127,0.901814301,1.044112416,0.581643543,0.651013874,0.741728922,0.471362504,0.346851654,0.631447883,0.368196371,0.208110993,0.259694059,0.176093917,0.110281039
Wellingborough,E07000156,twototenkm,54.75997217,2.043715213,3.211966605,2.730751391,2.322008349,0.858070501,1.371173469,0.988520408,0.921846011,0.417439703,0.533395176,0.84067718,0.362360853,0.463821893,0.347866419,0.185528757,0.139146568,0.223214286,0.124652134
Welwyn Hatfield,E07000241,twototenkm,39.18907136,2.028774887,3.67388461,1.93576515,0.901031827,0.511553553,0.744077896,0.902485104,0.649614882,0.610376399,0.411277431,0.719372184,0.202005522,0.347333237,0.332800465,0.449062636,0.145327714,0.16276704,0.12207528
West Berkshire UA,E06000037,twototenkm,41.8450986,1.17747928,2.352672192,2.245212918,1.050585882,1.015147185,0.936267505,0.780794513,0.48242355,0.689339811,0.556730494,0.589882824,0.28236639,0.380680194,0.427550729,1.088310946,0.265218634,0.262932266,0.235495856
West Devon,E07000047,twototenkm,39.21047811,2.862245833,3.865176772,2.482139586,1.570800513,0.705257373,0.929657446,1.66239238,0.911339073,0.613665507,0.696098186,0.50833486,0.279355193,0.650302254,0.435061367,0.23355926,0.4121634,0.352628687,0.476277707
West Lancashire,E07000127,twototenkm,51.40902983,2.102011754,3.421786309,2.755881822,1.967627414,0.503439838,1.095132078,1.237539363,0.886535492,0.455302164,0.507451311,0.710030688,0.790260144,0.433239064,0.288826042,0.160458912,0.575646349,0.10028682,0.098281084
West Lindsey,E07000142,twototenkm,39.7814521,2.532734397,3.593615598,2.609194304,2.475389468,0.920704705,1.0608812,1.178756889,0.681767498,0.583006786,0.739112428,0.567077639,0.124247348,0.496989391,0.519290197,0.098760712,0.704068303,0.22619389,0.092389053
West Oxfordshire,E07000181,twototenkm,44.5250077,2.082777036,3.154975865,2.292287152,1.604190202,4.937865872,0.926363356,1.209818219,0.63263839,0.681934888,0.698367054,0.655232618,0.410804149,0.513505186,0.540207456,0.396426004,0.271130738,0.365615693,0.316319195
West Suffolk,E07000245,twototenkm,45.81382689,2.584648884,3.280348394,1.795318454,2.801306478,1.653783342,1.058247142,1.215024496,0.778443114,0.698965705,0.663037561,0.691344584,0.4681546,1.446924333,1.053892216,0.278715297,0.387588459,0.278715297,0.264561786
Westminster,E09000033,twototenkm,44.40066313,0.31783406,0.402441075,0.436249558,0.061953615,0.381847076,0.074310015,0.292263178,0.081346298,0.468341874,0.078085582,0.146903864,0.515536457,0.263259962,0.148276797,0.232197345,0.043762248,0.154626614,0.110006281
Wigan,E08000010,twototenkm,62.02099738,3.031919397,3.976801287,2.345271357,2.455338244,0.838201676,0.987215308,1.549403099,0.959275252,0.513927695,0.89323512,0.948268563,0.368300737,0.697654728,0.554567776,0.194733723,0.201507069,0.215053763,0.125306917
Wiltshire UA,E06000054,twototenkm,45.7854654,2.359229235,3.2336788,2.464966249,1.723022562,3.546874512,0.888726293,1.258136619,0.661637095,0.761574188,0.628622162,0.727220812,0.533592694,0.53626958,0.386363941,0.345318349,0.346210644,0.256534949,0.215043209
Winchester,E07000094,twototenkm,37.55126183,1.903259727,1.879600421,2.079390116,0.394321767,1.186908517,0.297055731,1.156677182,0.314143007,0.691377497,0.297055731,0.445583596,0.350946372,0.36146162,0.264195584,0.30362776,0.19847529,0.168243954,0.211619348
Windsor and Maidenhead UA,E06000040,twototenkm,44.24697931,1.417051593,1.897231139,2.558782849,0.632845325,0.771157911,0.516714946,0.922518855,0.959054255,0.808998147,0.323599259,0.589785746,0.267491323,0.595005089,0.463216681,0.771157911,0.186591508,0.257052637,0.318379916
Wirral,E08000015,twototenkm,66.05403012,3.49955713,3.070859167,2.712134632,1.308237378,0.937998229,0.582816652,1.388839681,0.668733392,0.662533215,0.573073516,0.720106289,0.501328609,0.801594332,0.43578388,0.182462356,0.151461471,0.271922055,0.126660762
Woking,E07000217,twototenkm,44.58989155,2.058962211,2.905449402,1.823203179,0.882412376,0.608482834,0.568067,1.082246222,0.893638997,1.055302333,0.40415834,0.799335384,0.471518064,0.660125288,0.630936076,0.826279273,0.105530234,0.222287087,0.096548937
Wokingham UA,E06000041,twototenkm,47.16144634,1.42071626,2.085732381,3.284776601,0.512436665,0.709638415,0.43182865,0.731229848,0.292204053,0.872293874,0.33394749,0.424631506,0.33394749,0.447662368,0.427510364,0.629030401,0.220232612,0.119472593,0.082047444
Wolverhampton,E08000031,twototenkm,65.47527956,2.897495229,2.238345026,2.377550174,1.967309837,0.606602565,0.85090299,1.223345902,0.806652347,0.324504715,0.47108497,0.617665225,0.330957934,0.455412868,0.407474671,0.151189697,0.19544034,0.180690126,0.122611157
Worcester,E07000237,twototenkm,56.78843853,3.411980257,4.339291056,3.144630571,2.112623392,1.247008675,0.98900688,1.802273407,1.024528866,0.822614418,0.603873766,0.962832785,0.357089441,0.658091534,0.549655998,0.4206551,0.276697578,0.465524978,0.162653305
Worthing,E07000229,twototenkm,61.65407491,6.158575792,3.950329529,2.640250764,1.601430638,1.754139206,0.837887799,1.440684777,0.685179232,0.851953062,0.452097733,0.757514869,1.432647484,0.781626748,0.470181643,0.520414724,0.685179232,0.337566308,0.140652628
Wrexham,W06000006,twototenkm,58.18678086,3.038376046,2.843880753,1.900823745,1.771705021,0.952863494,0.588389121,1.06727249,0.648862448,0.442926255,0.423313285,0.560604079,0.375915272,0.473980126,0.374280858,0.137290795,0.300732218,0.138925209,0.117677824
Wychavon,E07000238,twototenkm,43.15770182,2.074589939,3.066067992,1.794190415,1.581599927,0.535141574,0.923669019,0.921836342,0.634106112,0.546137634,0.491157335,0.590121873,0.229084578,0.438009714,0.377531385,0.109960597,0.40135618,0.245578668,0.219921195
Wycombe,E07000007,twototenkm,45.86659799,1.660473615,2.792391744,2.336190721,1.237383957,1.025225954,0.906270311,1.025225954,0.710054818,0.814294299,0.441484861,0.615626111,0.376488478,0.454974675,0.328660952,0.478275266,0.233005899,0.230553205,0.142256233
Wyre,E07000128,twototenkm,57.05389284,2.864124865,4.259400373,2.364873742,1.912920094,2.246630055,1.077331371,1.826208056,0.725227948,0.706834485,0.903907297,0.528155136,0.585963161,0.735738498,0.362613974,0.249625562,0.462464198,0.202328087,0.338965236
Wyre Forest,E07000239,twototenkm,56.44767565,3.311398854,5.232434727,2.419868393,2.75684568,0.732328593,1.204627468,1.448736999,0.790702611,0.644767565,0.692528126,0.703141584,0.310443643,0.612927191,0.618233921,0.286563362,0.230842709,0.310443643,0.151241775
York UA,E06000014,twototenkm,59.93248406,3.462851726,3.95132662,2.855401759,1.11913951,1.324202238,0.543609684,2.332104892,0.911174951,0.971146127,0.592940812,0.849269222,1.44027548,0.652911987,0.683864852,0.418830949,0.129615121,0.227310099,0.643239217
